dateTime,percentChange
27/04/21-22:44:59,0.8107710458233663
28/04/21-22:14:59,-0.04095077136212488
29/04/21-22:44:59,-2.5003843830853745
30/04/21-22:59:59,4.8598063416992465
01/05/21-22:29:59,-0.2414759860254967
02/05/21-22:29:59,0.8710715046861939
03/05/21-21:44:59,-2.4804600192467996
