_id,percentageGain
0,0
1,0.3049268804124373
2,0.34696613546199606
3,0.44696613546199604
4,0.546966135461996
5,0.6469661354619961
6,0.7469661354619961
7,0.7419560648628237
8,0.09957497127640369
9,0.09957497127640369
10,0.09957497127640369
11,0.09957497127640369
12,0.09957497127640369
13,0.09957497127640369
14,0.09957497127640369
15,0.18516384625250282
16,0.2851638462525028
17,0.3851638462525028
18,0.48516384625250275
19,0.5851638462525028
20,0.6851638462525028
21,0.6801537756533305
22,-0.047475596351038
23,-0.047475596351038
24,-0.047475596351038
25,-0.047475596351038
26,-0.047475596351038
27,-0.047475596351038
28,-0.047475596351038
29,-1.6297457232915138
30,-1.6609497755058789
31,-1.5609497755058788
32,-1.4609497755058791
33,-1.360949775505879
34,-1.260949775505879
35,-1.2659598461050512
36,-0.48959964404202067
37,-0.6447042242589118
38,-0.6447042242589118
39,-0.6447042242589118
40,-0.6447042242589118
41,-0.6447042242589118
42,-0.6447042242589118
43,-2.9580506719009527
44,-2.9690600860129734
45,-2.869060086012974
46,-2.769060086012974
47,-2.6690600860129745
48,-2.63974994083173
49,-2.63974994083173
50,-1.8031435106959932
51,-1.8911252312388374
52,-1.8911252312388374
53,-1.8911252312388374
54,-1.8911252312388374
55,-1.8911252312388374
56,-1.8911252312388374
57,0.4546328006173699
58,0.378032085122607
59,0.39874891637974275
60,0.4987489163797426
61,0.5987489163797427
62,0.6987489163797428
63,0.7987489163797427
64,0.15222119823359195
65,0.2522211982335919
66,0.3522211982335919
67,0.3665218554401507
68,0.3665218554401507
69,0.3665218554401507
70,0.3665218554401507
71,0.19850172021320378
72,0.29850172021320376
73,0.39850172021320374
74,0.4985017202132037
75,0.5985017202132038
76,0.6985017202132038
77,0.7985017202132038
78,0.0772683846503984
79,0.0772683846503984
80,0.0772683846503984
81,0.0772683846503984
82,0.0772683846503984
83,0.0772683846503984
84,0.0772683846503984
85,-0.9464770159274273
86,-1.0075802804130687
87,-0.9868634491559329
88,-0.8868634491559328
89,-0.7868634491559328
90,-0.6868634491559329
91,-0.5868634491559328
92,0.38483245276368344
93,-0.24116607504351045
94,-0.24116607504351045
95,-0.24116607504351045
96,-0.24116607504351045
97,-0.24116607504351045
98,-0.24116607504351045
99,-2.5709223709177875
100,-2.7348944096287044
101,-2.699475162185433
102,-2.890982244966717
103,-2.890982244966717
104,-2.890982244966717
105,-2.890982244966717
106,-0.8515864072256307
107,-0.8911978823196582
108,-0.7911978823196582
109,-0.6911978823196583
110,-0.871228674293826
111,-0.871228674293826
112,-0.871228674293826
113,0.2845173641788209
114,-0.14813638524220943
115,-0.04813638524220945
116,0.05186361475779053
117,0.07681248721656372
118,0.07681248721656372
119,0.07681248721656372
120,0.2885380955807964
121,-0.16732952751118862
122,-0.0673295275111887
123,0.032670472488811386
124,0.13267047248881148
125,0.23267047248881134
126,0.33267047248881143
127,0.07570809663568967
128,0.17570809663568965
129,0.2757080966356896
130,0.3757080966356896
131,0.4757080966356897
132,0.5757080966356897
133,0.6757080966356896
134,0.06996918574313771
135,0.06996918574313771
136,0.06996918574313771
137,0.06996918574313771
138,0.06996918574313771
139,0.06996918574313771
140,0.06996918574313771
141,-2.5630837368997943
142,-2.5256841743831004
143,-2.7570103589674706
144,-2.8348209593721347
145,-2.8348209593721347
146,-2.8348209593721347
147,-2.8348209593721347
148,0.08204272036971232
149,-0.8540235044711926
150,-0.7540235044711927
151,-0.6540235044711926
152,-0.7323562942754582
153,-0.7323562942754582
154,-0.7323562942754582
155,-3.155642583106851
156,-2.979510472189136
157,-2.77934057231654
158,-2.857151172721204
159,-2.857151172721204
160,-2.857151172721204
161,-2.857151172721204
162,-2.177513164633942
163,-2.1921204958219738
164,-2.092120495821974
165,-1.9921204958219747
166,-2.0704532856262396
167,-2.0704532856262396
168,-2.0704532856262396
