_id,percentageGain
0,0
1,-0.614152893635717
2,-0.9388071660702857
3,-0.9388071660702857
4,-0.9388071660702857
5,-0.9388071660702857
6,-0.9388071660702857
7,-0.9388071660702857
8,0.6687321244770255
9,0.15227627179792735
10,-0.08949664854157466
11,-0.08949664854157466
12,-0.08949664854157466
13,-0.08949664854157466
14,-0.08949664854157466
15,0.05793645350385637
16,0.15793645350385635
17,0.17109994349616978
18,0.17109994349616978
19,0.17109994349616978
20,0.17109994349616978
21,0.17109994349616978
22,-0.14678614194963158
23,-0.0467861419496316
24,-0.19089472967331786
25,-0.19089472967331786
26,-0.19089472967331786
27,-0.19089472967331786
28,-0.19089472967331786
29,-4.391891429958826
30,-4.662455737942276
31,-5.058733276411359
32,-5.058733276411359
33,-5.058733276411359
34,-5.058733276411359
35,-5.058733276411359
36,-0.40441842872028033
37,-2.2041366573060577
38,-2.1041366573060576
39,-2.004136657306058
40,-1.9041366573060579
41,-2.3603901022337066
42,-2.3603901022337066
43,-4.944128515096612
44,-5.25812640571757
45,-5.543631932142517
46,-5.443631932142518
47,-5.343631932142517
48,-5.2436319321425175
49,-5.384853925383455
50,-2.790056266114366
51,-4.097664807390483
52,-3.997664807390484
53,-3.8976648073904845
54,-3.797664807390484
55,-4.253918252318133
56,-4.253918252318133
57,-0.9969335800940367
58,-1.5223384540630067
59,-1.5223384540630067
60,-1.5223384540630067
61,-1.5223384540630067
62,-1.5223384540630067
63,-1.5223384540630067
64,0.8876315220577002
65,-0.10923042161585961
66,-0.4412496696238819
67,-0.4412496696238819
68,-0.4412496696238819
69,-0.4412496696238819
70,-0.4412496696238819
71,-0.04916493034084157
72,-0.046899312054507036
73,-0.15792829268287858
74,-0.15792829268287858
75,-0.15792829268287858
76,-0.15792829268287858
77,-0.15792829268287858
78,0.08358287371129403
79,0.183582873711294
80,0.0951253647393574
81,0.0951253647393574
82,0.0951253647393574
83,0.0951253647393574
84,0.0951253647393574
85,-2.532491182861818
86,-2.6325255884995924
87,-2.2087274233619754
88,-2.1113577601140125
89,-2.011357760114013
90,-1.9113577601140133
91,-1.8113577601140127
92,0.12112316821411762
93,-2.3044538943184727
94,-2.2903509518684335
95,-2.190350951868434
96,-2.090350951868434
97,-1.9903509518684337
98,-2.236379625873574
99,-3.4961765209036972
100,-3.2613375299847553
101,-2.7953142798913784
102,-2.615014001861567
103,-2.6043779030859873
104,-2.5043779030859867
105,-2.404377903085987
106,-1.0923853257014846
107,-2.1103759238839257
108,-1.996272981433887
109,-1.7962729814338876
110,-1.6730986144614097
111,-1.5730986144614096
112,-1.8191272884665501
113,-0.26537119842744467
114,-0.9189850653747471
115,-0.818985065374747
116,-0.8232219831435759
117,-0.8232219831435759
118,-0.8232219831435759
119,-0.8232219831435759
120,0.8728301809042178
121,0.2661961384087676
122,-0.20165081180702044
123,-0.10165081180702044
124,-0.001650811807020286
125,-0.029100917192345394
126,-0.029100917192345394
127,0.036506727667767774
128,-0.12778126919943344
129,-0.3574528020461498
130,-0.3574528020461498
131,-0.3574528020461498
132,-0.3574528020461498
133,-0.3574528020461498
134,0.04108910728462145
135,0.14108910728462143
136,0.10240281771712301
137,0.10240281771712301
138,0.10240281771712301
139,0.10240281771712301
140,0.10240281771712301
141,-3.647088488622188
142,-4.069652935219014
143,-3.769652935219015
144,-4.184603195373701
145,-3.984603195373701
146,-3.9497127174106357
147,-3.849712717410636
148,0.34524321963757454
149,-2.2089363810125313
150,-2.1835918699642547
151,-1.9835918699642547
152,-1.8790294740236855
153,-1.7790294740236854
154,-2.478538354096521
155,-4.366247572758822
156,-5.0205620352979885
157,-5.037929296576214
158,-5.625627402328477
159,-5.525627402328476
160,-5.425627402328477
161,-6.175627402328477
162,-1.9675155476245731
163,-3.3793035591168397
164,-3.4539590480685627
165,-3.353959048068563
166,-3.253959048068563
167,-3.153959048068563
168,-3.2020569962913537
