_id,percentageGain
0,0
1,-0.291434792230143
2,-0.09143479223014306
3,0.1085652077698569
4,0.30856520776985685
5,-0.01475584815329467
6,-0.01475584815329467
7,-0.01475584815329467
8,-0.09434052510961954
9,0.04661072580804737
10,0.24661072580804733
11,0.4466107258080473
12,0.6466107258080475
13,0.3222129909408141
14,0.3222129909408141
15,-0.2822726686380366
16,-0.22195379462486098
17,-0.121953794624861
18,-0.021953794624861023
19,-0.10801896295387381
20,-0.10801896295387381
21,-0.10801896295387381
22,-0.18760246618224308
23,-0.0876024661822431
24,0.012397533817756878
25,0.11239753381775686
26,0.21239753381775694
27,0.12571843065706967
28,0.12571843065706967
29,-2.518067921741342
30,-2.636284547782392
31,-2.838404248576063
32,-2.838404248576063
33,-2.838404248576063
34,-2.838404248576063
35,-2.838404248576063
36,-0.7016756155269246
37,-0.6272156240973599
38,-0.5272156240973598
39,-0.7296332051902354
40,-0.7296332051902354
41,-0.7296332051902354
42,-0.7296332051902354
43,-3.683449528794898
44,-3.6574610944305923
45,-3.878777068117276
46,-3.878777068117276
47,-3.878777068117276
48,-3.878777068117276
49,-3.878777068117276
50,-1.2777158595921252
51,-1.2200812523409597
52,-1.12008125234096
53,-1.3714177410977175
54,-1.3714177410977175
55,-1.3714177410977175
56,-1.3714177410977175
57,-0.18435456247229276
58,-0.042295683267539186
59,0.15770431673246077
60,0.3577043167324607
61,0.32958128527686126
62,0.2508435653182718
63,0.2508435653182718
64,0.1871614981863633
65,0.3467898158939495
66,0.5467898158939495
67,0.7467898158939494
68,0.9467898158939496
69,0.918094907469802
70,0.8386359252311699
71,-0.09266600549418597
72,-0.00972207179091833
73,0.09027792820908165
74,0.19027792820908163
75,0.06215489675348207
76,0.06215489675348207
77,0.06215489675348207
78,-0.06219518333895513
79,0.03780481666104485
80,0.13780481666104483
81,0.2378048166610448
82,0.3378048166610449
83,0.20910990823689735
84,0.20910990823689735
85,-2.133339510362932
86,-2.1492059205941354
87,-2.049205920594135
88,-2.141746862982157
89,-2.141746862982157
90,-2.141746862982157
91,-2.141746862982157
92,0.3288427429705355
93,0.10938848344994373
94,0.20938848344994374
95,0.30938848344994374
96,0.2163400820043114
97,0.2163400820043114
98,0.2163400820043114
99,-2.404014441092872
100,-2.3360321561300874
101,-2.5083673536505007
102,-2.5083673536505007
103,-2.5083673536505007
104,-2.5083673536505007
105,-2.5083673536505007
106,-0.43805950708657704
107,-0.5405506369704285
108,-0.4405506369704286
109,-0.34055063697042864
110,-0.4824151161304743
111,-0.4824151161304743
112,-0.4824151161304743
113,0.08346921371880894
114,0.20014275695602063
115,0.4001427569560206
116,0.6001427569560205
117,0.17469302150628724
118,0.2746930215062871
119,0.27759459594214825
120,0.2060768670312837
121,0.5060768670312836
122,0.7029262497437021
123,0.9029262497437021
124,1.1029262497437022
125,0.677301964029415
126,0.7773019640294148
127,0.024746916196651786
128,0.2247469161966517
129,0.17639073693633628
130,0.27639073693633626
131,-0.24905899851339708
132,-0.24905899851339708
133,-0.24905899851339708
134,0.08333037820721845
135,0.18333037820721843
136,0.2833303782072184
137,0.3833303782072184
138,0.48333037820721847
139,-0.04229390750706877
140,-0.04229390750706877
141,-1.5983917295856143
142,-1.824812751143814
143,-1.7248127511438145
144,-1.7186582343640378
145,-1.7186582343640378
146,-1.7186582343640378
147,-1.7186582343640378
148,0.06097411098168709
149,-0.5012314489295981
150,-0.40123144892959817
151,-0.3012314489295982
152,-0.2956830866665999
153,-0.2956830866665999
154,-0.2956830866665999
155,-2.165503326786703
156,-2.1486558585277713
157,-2.0538554914095677
158,-2.16525515998095
159,-2.16525515998095
160,-2.16525515998095
161,-2.16525515998095
162,-0.977621576928937
163,-1.037676935288477
164,-0.9376769352884771
165,-0.8376769352884771
166,-0.8808962257508512
167,-0.8808962257508512
168,-0.8808962257508512
