_id,percentageGain
0,0
1,-2.343081424630266
2,-3.017361493292854
3,-2.9602109673761525
4,-2.7943410951056964
5,-2.6943410951056963
6,-2.764519507469168
7,-2.764519507469168
8,-1.6324451231506798
9,-1.53244512315068
10,-1.4324451231506798
11,-1.4757517477598892
12,-1.4757517477598892
13,-1.4757517477598892
14,-1.4757517477598892
15,0.14919399544509887
16,-0.3562752081882292
17,-0.28167677376520617
18,-0.1816767737652062
19,-0.0816767737652061
20,-0.15185518612867765
21,-0.15185518612867765
22,-0.75
23,-0.65
24,-0.55
25,-0.5933066246092094
26,-0.5933066246092094
27,-0.5933066246092094
28,-0.5933066246092094
29,-4.498308655216466
30,-5.003156820754508
31,-4.880328456140978
32,-4.780328456140977
33,-4.680328456140978
34,-4.750506868504449
35,-4.750506868504449
36,-2.4120153584856605
37,-2.4120153584856605
38,-2.4120153584856605
39,-2.4120153584856605
40,-2.4120153584856605
41,-2.4120153584856605
42,-2.4120153584856605
43,-5.5060074581377885
44,-5.726010792331672
45,-5.603182427718143
46,-5.503182427718142
47,-5.403182427718142
48,-5.473360840081614
49,-5.473360840081614
50,-4.449249973427382
51,-4.259504637445022
52,-4.259504637445022
53,-4.259504637445022
54,-4.259504637445022
55,-4.259504637445022
56,-4.259504637445022
57,-3.033761793604399
58,-3.650239538810282
59,-3.672346889990071
60,-3.3820153879311845
61,-3.2820153879311844
62,-3.5543541171765707
63,-3.5543541171765707
64,-1.4350721446638137
65,-1.3350721446638136
66,-1.2350721446638138
67,-1.135072144663814
68,-1.3575573884924175
69,-1.3575573884924175
70,-1.3575573884924175
71,0.32516563925549485
72,0.02450396663227067
73,-0.05366685715870488
74,0.04633314284129514
75,0.14633314284129523
76,-0.1260055864040911
77,-0.1260055864040911
78,-0.75
79,-0.65
80,-0.55
81,-0.45000000000000007
82,-0.6724852438286038
83,-0.6724852438286038
84,-0.6724852438286038
85,-4.629968330028979
86,-4.945113206434437
87,-4.867220557614225
88,-4.667220557614225
89,-4.810323106091646
90,-5.082661835337033
91,-5.082661835337033
92,-2.8979402036330097
93,-2.7979402036330097
94,-2.69794020363301
95,-2.59794020363301
96,-2.8204254474616137
97,-2.8204254474616137
98,-2.8204254474616137
99,-5.496442046491543
100,-5.446442046491543
101,-5.368549397671332
102,-5.168549397671333
103,-5.311651946148753
104,-5.583990675394139
105,-5.583990675394139
106,-3.364444358709888
107,-3.404811031432213
108,-3.304811031432213
109,-3.204811031432213
110,-3.427296275260817
111,-3.427296275260817
112,-3.427296275260817
113,-3.0987895660721887
114,-3.5421843033675997
115,-3.7921843033675993
116,-3.670781373210043
117,-3.5707813732100435
118,-3.704787969106264
119,-3.704787969106264
120,-0.9742329204834002
121,-0.8742329204834002
122,-0.7742329204834002
123,-0.6742329204834002
124,-1.2242329204834002
125,-1.2242329204834002
126,-1.2242329204834002
127,0.41475346400611346
128,0.22768027121779466
129,0.21033152609908956
130,0.4103315260990895
131,0.42866755832545667
132,0.29466096242923534
133,0.29466096242923534
134,-0.75
135,-0.65
136,-0.55
137,-0.45000000000000007
138,-1
139,-1
140,-1
141,-4.062091604191162
142,-4.853567733844847
143,-5.0035677338448465
144,-4.803567733844847
145,-5.227746826117095
146,-5.361753422013317
147,-5.361753422013317
148,-2.3378390772259072
149,-2.237839077225907
150,-2.137839077225907
151,-2.0378390772259074
152,-2.5878390772259072
153,-2.5878390772259072
154,-2.5878390772259072
155,-4.718905541310713
156,-4.568905541310714
157,-4.932759351873283
158,-4.732759351873284
159,-5.210712629734066
160,-5.344719225630287
161,-5.344719225630287
162,-3.11788319231838
163,-3.7490161702426277
164,-3.6490161702426276
165,-3.549016170242628
166,-4.099016170242628
167,-4.099016170242628
168,-4.099016170242628
